Family_ID	Feature_Type	Size	Genome_Count	Genome_Percentage	Classification	Representative	Rep_Sequence_Length	Min_Length	Max_Length	Mean_Length	Sequence_Diversity	Length_Variance
FAM_P5011	P	6	6	100.0%	core	P25C	1041	1041	1041	1041.0	0.667	0.0
FAM_P5012	P	4	3	50.0%	accessory	P65L	1122	363	1122	834.8	0.750	132710.2
FAM_P5013	P	5	5	83.3%	accessory	P26L	780	780	780	780.0	0.600	0.0
FAM_P5014	P	6	6	100.0%	core	P27I	660	660	660	660.0	0.667	0.0
FAM_P5015	P	6	6	100.0%	core	P288	1395	1395	1395	1395.0	0.667	0.0
FAM_P5016	P	6	6	100.0%	core	P2A1	957	957	957	957.0	0.833	0.0
FAM_P5017	P	6	6	100.0%	core	P2AS	774	774	774	774.0	0.667	0.0
FAM_P5018	P	6	6	100.0%	core	P2BU	1434	1434	1434	1434.0	0.667	0.0
FAM_P5019	P	6	6	100.0%	core	P2CQ	1365	1365	1365	1365.0	0.667	0.0
FAM_P5020	P	2	2	33.3%	accessory	P73X	552	549	552	550.5	1.000	4.5
FAM_P5021	P	6	6	100.0%	core	P2DO	591	591	591	591.0	0.667	0.0
FAM_P5022	P	6	6	100.0%	core	P2EK	1173	1161	1173	1171.0	0.667	24.0
FAM_P5023	P	6	6	100.0%	core	P2FN	465	465	465	465.0	0.667	0.0
FAM_P5024	P	6	6	100.0%	core	P2GJ	471	471	471	471.0	0.667	0.0
FAM_P5025	P	6	6	100.0%	core	P2HF	411	411	414	411.5	0.667	1.5
FAM_P5026	P	3	3	50.0%	accessory	P6IA	468	468	468	468.0	0.667	0.0
FAM_P5027	P	6	6	100.0%	core	P2KO	2322	2322	2322	2322.0	0.833	0.0
FAM_P5028	P	6	6	100.0%	core	P2MN	765	765	765	765.0	0.833	0.0
FAM_P5029	P	6	6	100.0%	core	P2O6	1107	1107	1107	1107.0	0.667	0.0
FAM_P5030	P	6	6	100.0%	core	P2OV	213	213	213	213.0	0.500	0.0
FAM_P5031	P	4	4	66.7%	accessory	P2Q2	462	462	462	462.0	0.500	0.0
FAM_P5032	P	6	6	100.0%	core	P2S4	591	591	591	591.0	0.667	0.0
FAM_P5033	P	6	6	100.0%	core	P2T3	141	141	141	141.0	0.167	0.0
FAM_P5034	P	6	6	100.0%	core	P2TV	1383	1383	1383	1383.0	0.667	0.0
FAM_P5035	P	6	6	100.0%	core	P2UR	1851	1851	1851	1851.0	0.667	0.0
FAM_P5036	P	6	6	100.0%	core	P2VN	321	321	321	321.0	0.667	0.0
FAM_P5037	P	6	6	100.0%	core	P2WH	777	777	777	777.0	0.667	0.0
FAM_P5038	P	5	5	83.3%	accessory	P2XD	693	693	759	732.6	0.600	1306.8
FAM_P5039	P	6	6	100.0%	core	P2Y6	315	315	315	315.0	0.667	0.0
FAM_P5040	P	6	6	100.0%	core	P2YZ	927	927	927	927.0	0.667	0.0
FAM_P5041	P	6	6	100.0%	core	P2ZQ	1005	1005	1005	1005.0	0.667	0.0
FAM_P5042	P	6	6	100.0%	core	P30L	477	477	477	477.0	0.667	0.0
FAM_P5043	P	6	6	100.0%	core	P31B	273	273	273	273.0	0.667	0.0
FAM_P5044	P	6	6	100.0%	core	P32B	714	714	714	714.0	0.667	0.0
FAM_P5045	P	6	6	100.0%	core	P35W	660	660	660	660.0	0.833	0.0
FAM_P5046	P	6	6	100.0%	core	P36R	741	741	741	741.0	0.833	0.0
FAM_P5047	P	5	5	83.3%	accessory	P37N	594	594	594	594.0	0.800	0.0
FAM_P5048	P	3	3	50.0%	accessory	P7CD	2859	2859	2859	2859.0	0.667	0.0
FAM_P5049	P	3	3	50.0%	accessory	P7D9	843	843	843	843.0	0.667	0.0
FAM_P5050	P	6	6	100.0%	core	P3AX	771	771	771	771.0	0.833	0.0
FAM_P5051	P	6	6	100.0%	core	P3BT	870	870	870	870.0	0.833	0.0
SING_PHYO	P	1	1	16.7%	accessory	PHYO	228	228	228	228.0	1.000	0.0
FAM_P5052	P	5	5	83.3%	accessory	P3KI	615	615	615	615.0	0.800	0.0
SING_PINK	P	1	1	16.7%	accessory	PINK	456	456	456	456.0	1.000	0.0
FAM_P5053	P	2	2	33.3%	accessory	PIXC	4305	4305	4305	4305.0	1.000	0.0
SING_PJ5C	P	1	1	16.7%	accessory	PJ5C	387	387	387	387.0	1.000	0.0
SING_PJ80	P	1	1	16.7%	accessory	PJ80	315	315	315	315.0	1.000	0.0
SING_PJ8W	P	1	1	16.7%	accessory	PJ8W	945	945	945	945.0	1.000	0.0
SING_PJ9S	P	1	1	16.7%	accessory	PJ9S	252	252	252	252.0	1.000	0.0
SING_PJAO	P	1	1	16.7%	accessory	PJAO	666	666	666	666.0	1.000	0.0
SING_PJBK	P	1	1	16.7%	accessory	PJBK	594	594	594	594.0	1.000	0.0
FAM_P5054	P	2	1	16.7%	accessory	PJDC	3498	3498	3498	3498.0	1.000	0.0
SING_PJE8	P	1	1	16.7%	accessory	PJE8	981	981	981	981.0	1.000	0.0
FAM_P5055	P	6	6	100.0%	core	P23G	1800	1800	1800	1800.0	0.833	0.0
FAM_P5056	P	6	6	100.0%	core	P21P	564	396	564	508.0	0.667	7526.4
FAM_P5057	P	6	6	100.0%	core	P20R	663	663	663	663.0	0.667	0.0
SING_PK5S	P	1	1	16.7%	accessory	PK5S	1434	1434	1434	1434.0	1.000	0.0
FAM_P5058	P	6	6	100.0%	core	P1YX	273	273	273	273.0	0.667	0.0
FAM_P5059	P	6	6	100.0%	core	P1Y1	1335	1335	1335	1335.0	0.667	0.0
FAM_P5060	P	6	6	100.0%	core	P1X6	1284	1284	1284	1284.0	0.667	0.0
FAM_P5061	P	4	4	66.7%	accessory	P1OR	1386	1386	1386	1386.0	0.750	0.0
SING_PKK0	P	1	1	16.7%	accessory	PKK0	750	750	750	750.0	1.000	0.0
FAM_P5062	P	5	3	50.0%	accessory	P11I	234	234	234	234.0	0.400	0.0
FAM_P5063	P	2	2	33.3%	accessory	P11S	906	762	906	834.0	1.000	10368.0
FAM_P5064	P	2	2	33.3%	accessory	PL68	96	96	96	96.0	0.500	0.0
SING_PL9S	P	1	1	16.7%	accessory	PL9S	216	216	216	216.0	1.000	0.0
FAM_P5065	P	6	6	100.0%	core	P4A4	3963	3963	3963	3963.0	1.000	0.0
FAM_P5066	P	4	4	66.7%	accessory	P46U	1140	1140	1140	1140.0	0.500	0.0
FAM_P5067	P	6	6	100.0%	core	P43B	894	894	894	894.0	0.667	0.0
FAM_P5068	P	7	6	100.0%	core	P41G	1134	309	1134	978.0	0.857	96927.0
FAM_P5069	P	3	2	33.3%	accessory	P9WR	510	510	510	510.0	0.667	0.0
FAM_P5070	P	6	6	100.0%	core	P3UD	642	642	642	642.0	0.667	0.0
FAM_P5071	P	4	4	66.7%	accessory	P3TJ	1239	1239	1239	1239.0	0.500	0.0
FAM_P5072	P	6	6	100.0%	core	P3SO	201	201	279	238.0	0.667	956.4
SING_PM9C	P	1	1	16.7%	accessory	PM9C	171	171	171	171.0	1.000	0.0
SING_PMQ8	P	1	1	16.7%	accessory	PMQ8	873	873	873	873.0	1.000	0.0
SING_PMR4	P	1	1	16.7%	accessory	PMR4	828	828	828	828.0	1.000	0.0
SING_PMS0	P	1	1	16.7%	accessory	PMS0	210	210	210	210.0	1.000	0.0
FAM_P5073	P	3	3	50.0%	accessory	P5T	339	339	915	721.0	1.000	109452.0
FAM_P5074	P	2	1	16.7%	accessory	P20C	483	477	483	480.0	1.000	18.0
SING_P7L	P	1	1	16.7%	accessory	P7L	627	627	627	627.0	1.000	0.0
FAM_P5075	P	6	6	100.0%	core	P3U6	1212	1212	1284	1236.0	0.667	1382.4
FAM_P5076	P	6	6	100.0%	core	P3WZ	693	693	693	693.0	0.667	0.0
FAM_P5077	P	6	6	100.0%	core	P4DW	555	555	555	555.0	0.667	0.0
FAM_P5078	P	6	6	100.0%	core	P4ES	924	924	924	924.0	0.667	0.0
FAM_P5079	P	6	6	100.0%	core	P4FO	1434	1434	1434	1434.0	0.667	0.0
FAM_P5080	P	2	2	33.3%	accessory	P11T	1500	1500	1500	1500.0	1.000	0.0
FAM_P5081	P	6	6	100.0%	core	P13L	519	519	519	519.0	0.667	0.0
FAM_P5082	P	3	3	50.0%	accessory	P1HT	390	390	576	514.0	0.667	11532.0
SING_P1JL	P	1	1	16.7%	accessory	P1JL	1167	1167	1167	1167.0	1.000	0.0
FAM_P5083	P	7	5	83.3%	accessory	P1SH	303	303	603	555.0	0.857	12366.0
FAM_P5084	P	6	6	100.0%	core	P241	1302	1302	1302	1302.0	0.667	0.0
FAM_P5085	P	6	6	100.0%	core	P24X	3543	3543	3543	3543.0	0.667	0.0
FAM_P5086	P	4	4	66.7%	accessory	P25T	426	426	426	426.0	0.500	0.0
FAM_P5087	P	6	6	100.0%	core	P2TT	1371	1371	1371	1371.0	0.667	0.0
FAM_P5088	P	6	6	100.0%	core	P2UP	264	264	264	264.0	0.667	0.0
FAM_P5089	P	6	6	100.0%	core	P2VL	963	963	963	963.0	0.667	0.0
FAM_P5090	P	6	6	100.0%	core	P33L	1065	1065	1065	1065.0	0.833	0.0
FAM_P5091	P	6	6	100.0%	core	P34H	1458	1458	1458	1458.0	0.667	0.0
FAM_P5092	P	2	2	33.3%	accessory	P381	1320	1320	1320	1320.0	1.000	0.0
SING_P38X	P	1	1	16.7%	accessory	P38X	1350	1350	1350	1350.0	1.000	0.0
FAM_P5093	P	4	4	66.7%	accessory	P3DD	234	234	234	234.0	0.750	0.0
FAM_P5094	P	6	6	100.0%	core	P3IP	447	447	474	456.0	0.833	194.4
FAM_P5095	P	3	3	50.0%	accessory	P3KH	690	690	690	690.0	0.667	0.0
FAM_P5096	P	3	3	50.0%	accessory	P3LD	141	141	141	141.0	0.667	0.0
FAM_P5097	P	6	6	100.0%	core	P3QP	408	408	408	408.0	0.667	0.0
FAM_P5098	P	6	6	100.0%	core	P3SH	333	333	333	333.0	0.833	0.0
FAM_P5099	P	6	6	100.0%	core	P3TD	1221	1221	1221	1221.0	0.833	0.0
FAM_P5100	P	6	6	100.0%	core	P3U9	1902	1902	1902	1902.0	0.667	0.0
FAM_P5101	P	6	6	100.0%	core	P3V5	1149	1149	1149	1149.0	0.667	0.0
FAM_P5102	P	5	5	83.3%	accessory	P3XT	168	168	168	168.0	0.800	0.0
FAM_P5103	P	6	6	100.0%	core	P41D	903	903	903	903.0	0.667	0.0
FAM_P5104	P	6	6	100.0%	core	P429	1116	1116	1116	1116.0	0.833	0.0
FAM_P5105	P	6	6	100.0%	core	P435	2265	2265	2265	2265.0	0.667	0.0
FAM_P5106	P	6	6	100.0%	core	P46P	1545	1545	1545	1545.0	0.833	0.0
FAM_P5107	P	3	3	50.0%	accessory	P47L	216	210	216	214.0	0.667	12.0
FAM_P5108	P	10	5	83.3%	accessory	P4DT	843	144	843	465.3	0.700	111188.9
FAM_P5109	P	4	4	66.7%	accessory	P4K1	573	549	573	567.0	0.750	144.0
FAM_P5110	P	6	6	100.0%	core	P4LT	1257	1257	1326	1280.0	0.833	1269.6
FAM_P5111	P	6	6	100.0%	core	P4PD	252	252	252	252.0	0.667	0.0
FAM_P5112	P	5	5	83.3%	accessory	P4Q9	765	753	765	762.6	0.800	28.8
FAM_P5113	P	2	2	33.3%	accessory	P4TT	324	324	324	324.0	0.500	0.0
FAM_P5114	P	2	2	33.3%	accessory	P501	147	147	147	147.0	0.500	0.0
FAM_P5115	P	2	2	33.3%	accessory	P5BL	573	573	573	573.0	0.500	0.0
FAM_P5116	P	2	2	33.3%	accessory	P5E9	183	183	183	183.0	0.500	0.0
FAM_P5117	P	2	2	33.3%	accessory	P5GX	1185	1185	1185	1185.0	0.500	0.0
FAM_P5118	P	2	2	33.3%	accessory	P5IP	315	315	315	315.0	0.500	0.0
FAM_P5119	P	2	2	33.3%	accessory	P5KH	948	948	948	948.0	0.500	0.0
FAM_P5120	P	2	2	33.3%	accessory	P5LD	177	177	177	177.0	0.500	0.0
FAM_P5121	P	2	2	33.3%	accessory	P5U9	732	732	732	732.0	0.500	0.0
FAM_P5122	P	2	2	33.3%	accessory	P5W1	822	822	822	822.0	0.500	0.0
FAM_P5123	P	2	2	33.3%	accessory	P5ZL	1314	1314	1314	1314.0	0.500	0.0
FAM_P5124	P	2	2	33.3%	accessory	P65T	459	459	459	459.0	0.500	0.0
FAM_P5125	P	2	2	33.3%	accessory	P6FL	1050	1050	1050	1050.0	0.500	0.0
FAM_P5126	P	6	6	100.0%	core	P30F	1134	1134	1134	1134.0	0.833	0.0
SING_P73L	P	1	1	16.7%	accessory	P73L	531	531	531	531.0	1.000	0.0
FAM_P5127	P	2	2	33.3%	accessory	P74H	420	420	420	420.0	0.500	0.0
FAM_P5128	P	2	2	33.3%	accessory	P775	975	975	975	975.0	0.500	0.0
SING_P7OX	P	1	1	16.7%	accessory	P7OX	486	486	486	486.0	1.000	0.0
SING_P7PT	P	1	1	16.7%	accessory	P7PT	705	705	705	705.0	1.000	0.0
SING_P87L	P	1	1	16.7%	accessory	P87L	1539	1539	1539	1539.0	1.000	0.0
SING_P8CX	P	1	1	16.7%	accessory	P8CX	324	324	324	324.0	1.000	0.0
SING_P8K1	P	1	1	16.7%	accessory	P8K1	300	300	300	300.0	1.000	0.0
SING_P8KX	P	1	1	16.7%	accessory	P8KX	543	543	543	543.0	1.000	0.0
FAM_P5129	P	7	6	100.0%	core	P1LO	675	237	675	573.4	0.714	32359.3
FAM_P5130	P	2	2	33.3%	accessory	P8VL	570	570	570	570.0	1.000	0.0
SING_P8WH	P	1	1	16.7%	accessory	P8WH	1131	1131	1131	1131.0	1.000	0.0
SING_P8XD	P	1	1	16.7%	accessory	P8XD	1803	1803	1803	1803.0	1.000	0.0
SING_P9HT	P	1	1	16.7%	accessory	P9HT	177	177	177	177.0	1.000	0.0
SING_P9JL	P	1	1	16.7%	accessory	P9JL	597	597	597	597.0	1.000	0.0
SING_P9KH	P	1	1	16.7%	accessory	P9KH	1770	1770	1770	1770.0	1.000	0.0
SING_P9PT	P	1	1	16.7%	accessory	P9PT	894	894	894	894.0	1.000	0.0
SING_P9QP	P	1	1	16.7%	accessory	P9QP	207	207	207	207.0	1.000	0.0
SING_P9W1	P	1	1	16.7%	accessory	P9W1	429	429	429	429.0	1.000	0.0
SING_PAEP	P	1	1	16.7%	accessory	PAEP	291	291	291	291.0	1.000	0.0
FAM_P5131	P	2	2	33.3%	accessory	PAHD	1494	1494	1494	1494.0	1.000	0.0
SING_PAJ5	P	1	1	16.7%	accessory	PAJ5	1653	1653	1653	1653.0	1.000	0.0
SING_PAK1	P	1	1	16.7%	accessory	PAK1	888	888	888	888.0	1.000	0.0
SING_PALT	P	1	1	16.7%	accessory	PALT	948	948	948	948.0	1.000	0.0
SING_PAMP	P	1	1	16.7%	accessory	PAMP	771	771	771	771.0	1.000	0.0
SING_PANL	P	1	1	16.7%	accessory	PANL	564	564	564	564.0	1.000	0.0
SING_PAOH	P	1	1	16.7%	accessory	PAOH	453	453	453	453.0	1.000	0.0
SING_PAUP	P	1	1	16.7%	accessory	PAUP	1035	1035	1035	1035.0	1.000	0.0
SING_PB69	P	1	1	16.7%	accessory	PB69	732	732	732	732.0	1.000	0.0
FAM_P5132	P	2	2	33.3%	accessory	P4ZM	639	639	639	639.0	0.500	0.0
FAM_P5133	P	4	2	33.3%	accessory	P511	690	690	690	690.0	0.500	0.0
FAM_P5134	P	6	6	100.0%	core	P1H3	996	996	996	996.0	0.833	0.0
FAM_P5135	P	4	4	66.7%	accessory	P1I1	531	531	531	531.0	0.750	0.0
FAM_P5136	P	6	6	100.0%	core	P1I6	1317	1317	1317	1317.0	0.667	0.0
FAM_P5137	P	6	6	100.0%	core	P1IU	474	474	474	474.0	0.667	0.0
FAM_P5138	P	3	3	50.0%	accessory	P5H0	996	996	996	996.0	0.667	0.0
FAM_P5139	P	6	6	100.0%	core	P1LL	339	339	339	339.0	0.833	0.0
FAM_P5140	P	6	6	100.0%	core	P1MX	837	837	837	837.0	0.833	0.0
FAM_P5141	P	6	6	100.0%	core	P21G	429	429	429	429.0	0.667	0.0
FAM_P5142	P	6	6	100.0%	core	P22B	612	612	612	612.0	0.667	0.0
FAM_P5143	P	6	6	100.0%	core	P240	2235	2235	2235	2235.0	0.833	0.0
FAM_P5144	P	3	3	50.0%	accessory	P660	1059	153	1059	757.0	0.667	273612.0
FAM_P5145	P	2	2	33.3%	accessory	P74D	474	474	474	474.0	1.000	0.0
FAM_P5146	P	2	2	33.3%	accessory	P6M9	252	252	252	252.0	0.500	0.0
SING_PD4H	P	1	1	16.7%	accessory	PD4H	201	201	201	201.0	1.000	0.0
FAM_P5147	P	2	2	33.3%	accessory	P6SM	1125	1125	1125	1125.0	0.500	0.0
FAM_P5148	P	2	2	33.3%	accessory	P6TI	372	372	372	372.0	0.500	0.0
FAM_P5149	P	7	5	83.3%	accessory	P31S	195	195	1581	1123.3	0.857	384680.6
FAM_P5150	P	6	6	100.0%	core	P32Q	1437	1437	1437	1437.0	0.667	0.0
FAM_P5151	P	6	6	100.0%	core	P35F	1140	1140	1140	1140.0	0.667	0.0
FAM_P5152	P	6	6	100.0%	core	P36B	687	687	687	687.0	0.667	0.0
FAM_P5153	P	6	6	100.0%	core	P376	996	996	996	996.0	0.833	0.0
FAM_P5154	P	2	2	33.3%	accessory	P3FT	2601	2601	2601	2601.0	0.500	0.0
FAM_P5155	P	2	2	33.3%	accessory	P3JD	390	390	390	390.0	1.000	0.0
FAM_P5156	P	2	2	33.3%	accessory	P3K9	723	723	723	723.0	0.500	0.0
FAM_P5157	P	3	3	50.0%	accessory	P3M1	972	972	972	972.0	0.667	0.0
FAM_P5158	P	2	2	33.3%	accessory	P3NT	2280	2280	2280	2280.0	1.000	0.0
FAM_P5159	P	2	2	33.3%	accessory	P3YG	2028	2028	2028	2028.0	0.500	0.0
FAM_P5160	P	2	2	33.3%	accessory	P495	564	564	564	564.0	0.500	0.0
FAM_P5161	P	2	2	33.3%	accessory	P4AX	549	549	549	549.0	0.500	0.0
FAM_P5162	P	2	2	33.3%	accessory	P4BT	321	321	321	321.0	0.500	0.0
FAM_P5163	P	2	2	33.3%	accessory	P4CP	219	219	219	219.0	0.500	0.0
FAM_P5164	P	2	2	33.3%	accessory	P4I1	234	234	234	234.0	0.500	0.0
FAM_P5165	P	2	2	33.3%	accessory	P4ND	228	228	228	228.0	0.500	0.0
FAM_P5166	P	2	2	33.3%	accessory	P7FS	516	516	516	516.0	0.500	0.0
SING_PFF5	P	1	1	16.7%	accessory	PFF5	10548	10548	10548	10548.0	1.000	0.0
SING_PFG1	P	1	1	16.7%	accessory	PFG1	117	117	117	117.0	1.000	0.0
SING_PFGX	P	1	1	16.7%	accessory	PFGX	1260	1260	1260	1260.0	1.000	0.0
FAM_P5167	P	3	3	50.0%	accessory	P826	1692	1689	1725	1702.0	1.000	399.0
FAM_P5168	P	2	2	33.3%	accessory	P833	741	741	741	741.0	1.000	0.0
SING_PG1D	P	1	1	16.7%	accessory	PG1D	222	222	222	222.0	1.000	0.0
FAM_P5169	P	6	6	100.0%	core	P27L	2145	1056	2145	1788.5	0.833	305173.5
FAM_P5170	P	6	6	100.0%	core	P1ZP	450	450	477	459.0	0.833	194.4
SING_PGEP	P	1	1	16.7%	accessory	PGEP	1071	1071	1071	1071.0	1.000	0.0
SING_PGHD	P	1	1	16.7%	accessory	PGHD	471	471	471	471.0	1.000	0.0
SING_PGQ9	P	1	1	16.7%	accessory	PGQ9	1179	1179	1179	1179.0	1.000	0.0
SING_PH81	P	1	1	16.7%	accessory	PH81	270	270	270	270.0	1.000	0.0
SING_PH8X	P	1	1	16.7%	accessory	PH8X	1302	1302	1302	1302.0	1.000	0.0
SING_PHE9	P	1	1	16.7%	accessory	PHE9	4770	4770	4770	4770.0	1.000	0.0
SING_PHN5	P	1	1	16.7%	accessory	PHN5	498	498	498	498.0	1.000	0.0
SING_PHYP	P	1	1	16.7%	accessory	PHYP	486	486	486	486.0	1.000	0.0
SING_PI9D	P	1	1	16.7%	accessory	PI9D	204	204	204	204.0	1.000	0.0
SING_PINL	P	1	1	16.7%	accessory	PINL	792	792	792	792.0	1.000	0.0
SING_PIY9	P	1	1	16.7%	accessory	PIY9	444	444	444	444.0	1.000	0.0
SING_PJ4H	P	1	1	16.7%	accessory	PJ4H	423	423	423	423.0	1.000	0.0
SING_PJ5D	P	1	1	16.7%	accessory	PJ5D	942	942	942	942.0	1.000	0.0
FAM_P5171	P	2	2	33.3%	accessory	PB7M	285	285	285	285.0	1.000	0.0
SING_PJ8X	P	1	1	16.7%	accessory	PJ8X	1029	1029	1029	1029.0	1.000	0.0
SING_PJ9T	P	1	1	16.7%	accessory	PJ9T	693	693	693	693.0	1.000	0.0
SING_PJAP	P	1	1	16.7%	accessory	PJAP	669	669	669	669.0	1.000	0.0
SING_PJBL	P	1	1	16.7%	accessory	PJBL	810	810	810	810.0	1.000	0.0
FAM_P5172	P	2	2	33.3%	accessory	P2QZ	1080	1080	1080	1080.0	1.000	0.0
FAM_P5173	P	3	3	50.0%	accessory	P2IB	420	420	420	420.0	0.667	0.0
FAM_P5174	P	4	4	66.7%	accessory	P29D	699	699	699	699.0	0.750	0.0
FAM_P5175	P	6	6	100.0%	core	P23F	1713	1713	1713	1713.0	0.833	0.0
FAM_P5176	P	6	6	100.0%	core	P21O	1191	1086	1191	1173.5	0.667	1837.5
FAM_P5177	P	6	6	100.0%	core	P20Q	1401	1401	1401	1401.0	0.667	0.0
SING_PK5T	P	1	1	16.7%	accessory	PK5T	1209	1209	1209	1209.0	1.000	0.0
FAM_P5178	P	2	2	33.3%	accessory	P1U8	735	735	735	735.0	0.500	0.0
FAM_P5179	P	4	4	66.7%	accessory	P1OQ	1827	1827	1827	1827.0	1.000	0.0
SING_PKK1	P	1	1	16.7%	accessory	PKK1	1032	1032	1032	1032.0	1.000	0.0
FAM_P5180	P	7	6	100.0%	core	P1GL	987	480	987	845.1	1.000	58730.1
SING_PL9T	P	1	1	16.7%	accessory	PL9T	648	648	648	648.0	1.000	0.0
FAM_P5181	P	4	4	66.7%	accessory	P46T	447	447	447	447.0	0.500	0.0
FAM_P5182	P	6	6	100.0%	core	P447	1254	1254	1254	1254.0	0.667	0.0
FAM_P5183	P	6	6	100.0%	core	P43A	747	747	747	747.0	0.667	0.0
FAM_P5184	P	6	6	100.0%	core	P41F	1113	1113	1113	1113.0	0.667	0.0
FAM_P5185	P	2	1	16.7%	accessory	PLIP	222	222	222	222.0	0.500	0.0
FAM_P5186	P	8	6	100.0%	core	P3V9	480	480	1407	1050.8	0.750	171336.2
FAM_P5187	P	6	6	100.0%	core	P3UC	612	612	612	612.0	0.833	0.0
FAM_P5188	P	6	6	100.0%	core	P3TI	429	429	429	429.0	0.667	0.0
FAM_P5189	P	6	6	100.0%	core	P3SN	369	369	384	371.5	0.667	37.5
FAM_P5190	P	2	2	33.3%	accessory	P91	447	447	447	447.0	0.500	0.0
SING_PM9D	P	1	1	16.7%	accessory	PM9D	744	744	744	744.0	1.000	0.0
SING_PMR5	P	1	1	16.7%	accessory	PMR5	627	627	627	627.0	1.000	0.0
SING_PMS1	P	1	1	16.7%	accessory	PMS1	561	561	561	561.0	1.000	0.0
SING_PMUP	P	1	1	16.7%	accessory	PMUP	705	705	705	705.0	1.000	0.0
SING_P6Q	P	1	1	16.7%	accessory	P6Q	459	459	459	459.0	1.000	0.0
SING_P7M	P	1	1	16.7%	accessory	P7M	699	699	699	699.0	1.000	0.0
FAM_P5191	P	6	6	100.0%	core	P3X0	429	429	429	429.0	0.667	0.0
FAM_P5192	P	6	6	100.0%	core	P4DX	522	522	522	522.0	0.667	0.0
FAM_P5193	P	6	6	100.0%	core	P4ET	1536	1536	1536	1536.0	0.667	0.0
FAM_P5194	P	6	6	100.0%	core	P4FP	2190	2190	2190	2190.0	0.667	0.0
FAM_P5195	P	2	2	33.3%	accessory	P11U	2274	2274	2274	2274.0	0.500	0.0
FAM_P5196	P	5	5	83.3%	accessory	P13M	1038	1038	1038	1038.0	0.600	0.0
FAM_P5197	P	5	5	83.3%	accessory	P15E	1029	1029	1029	1029.0	1.000	0.0
SING_P1JM	P	1	1	16.7%	accessory	P1JM	1104	1104	1104	1104.0	1.000	0.0
SING_P1SI	P	1	1	16.7%	accessory	P1SI	441	441	441	441.0	1.000	0.0
FAM_P5198	P	3	3	50.0%	accessory	P236	285	285	285	285.0	0.667	0.0
FAM_P5199	P	6	6	100.0%	core	P242	2757	2757	2757	2757.0	0.667	0.0
FAM_P5200	P	6	6	100.0%	core	P24Y	2889	2889	2889	2889.0	0.667	0.0
FAM_P5201	P	4	4	66.7%	accessory	P29E	693	693	693	693.0	0.750	0.0
FAM_P5202	P	6	6	100.0%	core	P31U	498	498	498	498.0	0.833	0.0
FAM_P5203	P	6	6	100.0%	core	P33M	585	585	585	585.0	0.667	0.0
FAM_P5204	P	6	6	100.0%	core	P34I	2148	2148	2148	2148.0	0.667	0.0
FAM_P5205	P	2	2	33.3%	accessory	P382	765	765	765	765.0	0.500	0.0
SING_P38Y	P	1	1	16.7%	accessory	P38Y	1968	1968	1968	1968.0	1.000	0.0
FAM_P5206	P	6	6	100.0%	core	P3SI	1224	1224	1224	1224.0	0.667	0.0
FAM_P5207	P	4	4	66.7%	accessory	P3TE	903	903	903	903.0	0.500	0.0
FAM_P5208	P	6	6	100.0%	core	P3UA	468	468	468	468.0	0.500	0.0
FAM_P5209	P	6	6	100.0%	core	P3V6	801	801	801	801.0	0.833	0.0
FAM_P5210	P	6	6	100.0%	core	P41E	477	477	477	477.0	0.667	0.0
FAM_P5211	P	6	6	100.0%	core	P42A	1947	1947	1947	1947.0	0.667	0.0
FAM_P5212	P	6	6	100.0%	core	P436	1749	1749	1749	1749.0	0.667	0.0
FAM_P5213	P	6	6	100.0%	core	P442	1011	1011	1011	1011.0	0.833	0.0
FAM_P5214	P	6	6	100.0%	core	P46Q	1137	1137	1137	1137.0	0.667	0.0
FAM_P5215	P	3	3	50.0%	accessory	P47M	189	189	189	189.0	0.667	0.0
FAM_P5216	P	6	6	100.0%	core	P4FM	1005	1005	1005	1005.0	0.833	0.0
FAM_P5217	P	4	4	66.7%	accessory	P4J6	1527	1527	1527	1527.0	0.750	0.0
FAM_P5218	P	6	6	100.0%	core	P4LU	1083	1083	1083	1083.0	0.667	0.0
FAM_P5219	P	6	6	100.0%	core	P4PE	2598	2598	2598	2598.0	0.833	0.0
FAM_P5220	P	5	5	83.3%	accessory	P4QA	558	558	558	558.0	0.600	0.0
FAM_P5221	P	2	2	33.3%	accessory	P4TU	3036	3036	3036	3036.0	0.500	0.0
FAM_P5222	P	2	2	33.3%	accessory	P502	510	510	510	510.0	0.500	0.0
FAM_P5223	P	2	2	33.3%	accessory	P5BM	489	489	489	489.0	0.500	0.0
FAM_P5224	P	2	2	33.3%	accessory	P5GY	783	783	783	783.0	0.500	0.0
FAM_P5225	P	6	6	100.0%	core	P1KJ	1353	1305	1353	1337.0	0.833	614.4
FAM_P5226	P	2	2	33.3%	accessory	P5LE	357	357	357	357.0	0.500	0.0
FAM_P5227	P	2	2	33.3%	accessory	P5W2	630	630	630	630.0	0.500	0.0
FAM_P5228	P	2	2	33.3%	accessory	P5ZM	1206	1206	1206	1206.0	0.500	0.0
FAM_P5229	P	2	2	33.3%	accessory	P65U	1293	1293	1293	1293.0	0.500	0.0
FAM_P5230	P	6	6	100.0%	core	P2QR	1047	1047	1047	1047.0	0.833	0.0
FAM_P5231	P	6	6	100.0%	core	P2VI	1197	1197	1197	1197.0	0.833	0.0
FAM_P5232	P	6	6	100.0%	core	P2ZL	342	342	342	342.0	0.833	0.0
FAM_P5233	P	2	2	33.3%	accessory	P73M	2091	2091	2091	2091.0	1.000	0.0
