compact_id	family_id	genome_id	feature_type
P9UN	FAM_P5104	E_coli_GCF_001280405_1	P
P9UO	FAM_P1553	E_coli_GCF_001280405_1	P
P9UP	FAM_P2125	E_coli_GCF_001280405_1	P
P9UQ	FAM_P3009	E_coli_GCF_001280405_1	P
P9UR	FAM_P4757	E_coli_GCF_001280405_1	P
P9US	FAM_P453	E_coli_GCF_001280405_1	P
P9UT	FAM_P1222	E_coli_GCF_001280405_1	P
P9UU	FAM_P1009	E_coli_GCF_001280405_1	P
P9UV	FAM_P2456	E_coli_GCF_001280405_1	P
P9UW	FAM_P4564	E_coli_GCF_001280405_1	P
P9UX	FAM_P3372	E_coli_GCF_001280405_1	P
P9UY	FAM_P265	E_coli_GCF_001280405_1	P
P9UZ	FAM_P566	E_coli_GCF_001280405_1	P
P9V	FAM_P4602	E_coli_GCF_000005845_2	P
P9V0	FAM_P4696	E_coli_GCF_001280405_1	P
P9V1	FAM_P2711	E_coli_GCF_001280405_1	P
P9V2	FAM_P3895	E_coli_GCF_001280405_1	P
P9V3	FAM_P330	E_coli_GCF_001280405_1	P
P9V4	FAM_P829	E_coli_GCF_001280405_1	P
P9V5	FAM_P299	E_coli_GCF_001280405_1	P
P9V6	FAM_P2918	E_coli_GCF_001280405_1	P
P9V7	FAM_P4611	E_coli_GCF_001280405_1	P
P9V8	FAM_P2067	E_coli_GCF_001280405_1	P
P9V9	FAM_P2608	E_coli_GCF_001280405_1	P
P9VA	FAM_P5068	E_coli_GCF_001280405_1	P
P9VB	FAM_P5068	E_coli_GCF_001280405_1	P
P9VC	FAM_P5184	E_coli_GCF_001280405_1	P
P9VD	FAM_P5210	E_coli_GCF_001280405_1	P
P9VE	FAM_P5103	E_coli_GCF_001280405_1	P
P9VF	FAM_P1552	E_coli_GCF_001280405_1	P
P9VG	FAM_P2124	E_coli_GCF_001280405_1	P
P9VH	FAM_P3008	E_coli_GCF_001280405_1	P
P9VI	FAM_P4756	E_coli_GCF_001280405_1	P
P9VJ	FAM_P452	E_coli_GCF_001280405_1	P
P9VK	FAM_P5713	E_coli_GCF_001280405_1	P
P9VL	FAM_P2296	E_coli_GCF_001280405_1	P
P9VM	FAM_P4423	E_coli_GCF_001280405_1	P
P9VN	FAM_P1948	E_coli_GCF_001280405_1	P
P9VO	SING_P9VO	E_coli_GCF_001280405_1	P
P9VP	SING_P9VP	E_coli_GCF_001280405_1	P
P9VQ	SING_P9VQ	E_coli_GCF_001280405_1	P
P9VR	FAM_P96	E_coli_GCF_001280405_1	P
P9VS	FAM_P3994	E_coli_GCF_001280405_1	P
P9VT	FAM_P5083	E_coli_GCF_001280405_1	P
P9VU	SING_P9VU	E_coli_GCF_001280405_1	P
P9VV	SING_P9VV	E_coli_GCF_001280405_1	P
P9VW	SING_P9VW	E_coli_GCF_001280405_1	P
P9VX	SING_P9VX	E_coli_GCF_001280405_1	P
P9VY	SING_P9VY	E_coli_GCF_001280405_1	P
P9VZ	SING_P9VZ	E_coli_GCF_001280405_1	P
P9W	FAM_P5714	E_coli_GCF_000005845_2	P
P9W0	SING_P9W0	E_coli_GCF_001280405_1	P
P9W1	SING_P9W1	E_coli_GCF_001280405_1	P
P9W2	SING_P9W2	E_coli_GCF_001280405_1	P
P9W3	SING_P9W3	E_coli_GCF_001280405_1	P
P9W4	SING_P9W4	E_coli_GCF_001280405_1	P
P9W5	FAM_P4341	E_coli_GCF_001280405_1	P
P9W6	FAM_P1727	E_coli_GCF_001280405_1	P
P9W7	FAM_P4881	E_coli_GCF_001280405_1	P
P9W8	FAM_P1949	E_coli_GCF_001280405_1	P
P9W9	FAM_P2457	E_coli_GCF_001280405_1	P
P9WA	FAM_P4565	E_coli_GCF_001280405_1	P
P9WB	FAM_P3373	E_coli_GCF_001280405_1	P
P9WC	SING_P9WC	E_coli_GCF_001280405_1	P
P9WD	SING_P9WD	E_coli_GCF_001280405_1	P
P9WE	SING_P9WE	E_coli_GCF_001280405_1	P
P9WF	SING_P9WF	E_coli_GCF_001280405_1	P
P9WG	SING_P9WG	E_coli_GCF_001280405_1	P
P9WH	SING_P9WH	E_coli_GCF_001280405_1	P
P9WI	SING_P9WI	E_coli_GCF_001280405_1	P
P9WJ	FAM_P266	E_coli_GCF_001280405_1	P
P9WK	FAM_P953	E_coli_GCF_001280405_1	P
P9WL	FAM_P2513	E_coli_GCF_001280405_1	P
P9WM	SING_P9WM	E_coli_GCF_001280405_1	P
P9WN	FAM_P4703	E_coli_GCF_001280405_1	P
P9WO	FAM_P2551	E_coli_GCF_001280405_1	P
P9WP	FAM_P3660	E_coli_GCF_001280405_1	P
P9WQ	SING_P9WQ	E_coli_GCF_001280405_1	P
P9WR	FAM_P5069	E_coli_GCF_001280405_1	P
P9WS	SING_P9WS	E_coli_GCF_001280405_1	P
P9WT	SING_P9WT	E_coli_GCF_001280405_1	P
P9WU	SING_P9WU	E_coli_GCF_001280405_1	P
P9WV	SING_P9WV	E_coli_GCF_001280405_1	P
P9WW	FAM_P5586	E_coli_GCF_001280405_1	P
P9WX	FAM_P1221	E_coli_GCF_001280405_1	P
P9WY	FAM_P1008	E_coli_GCF_001280405_1	P
P9WZ	FAM_P4205	E_coli_GCF_001280405_1	P
P9X	FAM_P5714	E_coli_GCF_000005845_2	P
P9X0	FAM_P5526	E_coli_GCF_001280405_1	P
P9X1	FAM_P3697	E_coli_GCF_001280405_1	P
P9X2	FAM_P3499	E_coli_GCF_001280405_1	P
P9X3	FAM_P565	E_coli_GCF_001280405_1	P
P9X4	FAM_P9	E_coli_GCF_001280405_1	P
P9X5	FAM_P3101	E_coli_GCF_001280405_1	P
P9X6	FAM_P4695	E_coli_GCF_001280405_1	P
P9X7	FAM_P2710	E_coli_GCF_001280405_1	P
P9X8	FAM_P891	E_coli_GCF_001280405_1	P
P9X9	FAM_P3632	E_coli_GCF_001280405_1	P
P9XA	FAM_P728	E_coli_GCF_001280405_1	P
P9XB	FAM_P185	E_coli_GCF_001280405_1	P
P9XC	FAM_P3294	E_coli_GCF_001280405_1	P
P9XD	FAM_P4963	E_coli_GCF_001280405_1	P
P9XE	FAM_P2917	E_coli_GCF_001280405_1	P
P9XF	FAM_P3374	E_coli_GCF_001280405_1	P
P9XG	FAM_P5378	E_coli_GCF_001280405_1	P
P9XH	FAM_P4610	E_coli_GCF_001280405_1	P
P9XI	FAM_P2066	E_coli_GCF_001280405_1	P
P9XJ	FAM_P2607	E_coli_GCF_001280405_1	P
P9XK	FAM_P4121	E_coli_GCF_001280405_1	P
P9XL	FAM_P954	E_coli_GCF_001280405_1	P
P9XM	FAM_P2514	E_coli_GCF_001280405_1	P
P9XN	FAM_P451	E_coli_GCF_001280405_1	P
P9XO	FAM_P1220	E_coli_GCF_001280405_1	P
P9XP	FAM_P1007	E_coli_GCF_001280405_1	P
P9XQ	FAM_P2950	E_coli_GCF_001280405_1	P
P9XR	FAM_P3943	E_coli_GCF_001280405_1	P
P9XS	FAM_P3318	E_coli_GCF_001280405_1	P
P9XT	FAM_P3498	E_coli_GCF_001280405_1	P
P9XU	FAM_P564	E_coli_GCF_001280405_1	P
P9XV	FAM_P8	E_coli_GCF_001280405_1	P
P9XW	FAM_P3100	E_coli_GCF_001280405_1	P
P9XX	FAM_P4694	E_coli_GCF_001280405_1	P
P9XY	FAM_P2709	E_coli_GCF_001280405_1	P
P9XZ	FAM_P890	E_coli_GCF_001280405_1	P
P9Y	FAM_P824	E_coli_GCF_000005845_2	P
P9Y0	FAM_P4065	E_coli_GCF_001280405_1	P
P9Y1	FAM_P3829	E_coli_GCF_001280405_1	P
P9Y2	FAM_P3631	E_coli_GCF_001280405_1	P
P9Y3	FAM_P727	E_coli_GCF_001280405_1	P
P9Y4	FAM_P184	E_coli_GCF_001280405_1	P
P9Y5	FAM_P3293	E_coli_GCF_001280405_1	P
P9Y6	FAM_P4962	E_coli_GCF_001280405_1	P
P9Y7	FAM_P5572	E_coli_GCF_001280405_1	P
P9Y8	FAM_P1640	E_coli_GCF_001280405_1	P
P9Y9	FAM_P3375	E_coli_GCF_001280405_1	P
P9YA	FAM_P3421	E_coli_GCF_001280405_1	P
P9YB	FAM_P5328	E_coli_GCF_001280405_1	P
P9YC	FAM_P2065	E_coli_GCF_001280405_1	P
P9YD	FAM_P2606	E_coli_GCF_001280405_1	P
P9YE	FAM_P4122	E_coli_GCF_001280405_1	P
P9YF	FAM_P955	E_coli_GCF_001280405_1	P
P9YG	FAM_P1166	E_coli_GCF_001280405_1	P
P9YH	FAM_P2515	E_coli_GCF_001280405_1	P
P9YI	FAM_P450	E_coli_GCF_001280405_1	P
P9YJ	FAM_P1219	E_coli_GCF_001280405_1	P
P9YK	FAM_P1006	E_coli_GCF_001280405_1	P
P9YL	FAM_P4204	E_coli_GCF_001280405_1	P
P9YM	FAM_P3942	E_coli_GCF_001280405_1	P
P9YN	FAM_P2981	E_coli_GCF_001280405_1	P
P9YO	FAM_P3497	E_coli_GCF_001280405_1	P
P9YP	FAM_P563	E_coli_GCF_001280405_1	P
P9YQ	FAM_P7	E_coli_GCF_001280405_1	P
P9YR	FAM_P3099	E_coli_GCF_001280405_1	P
P9YS	FAM_P4693	E_coli_GCF_001280405_1	P
P9YT	FAM_P2708	E_coli_GCF_001280405_1	P
P9YU	FAM_P889	E_coli_GCF_001280405_1	P
P9YV	FAM_P4064	E_coli_GCF_001280405_1	P
P9YW	FAM_P3828	E_coli_GCF_001280405_1	P
P9YX	FAM_P4723	E_coli_GCF_001280405_1	P
P9YY	FAM_P3007	E_coli_GCF_001280405_1	P
P9YZ	FAM_P1183	E_coli_GCF_001280405_1	P
P9Z	FAM_P327	E_coli_GCF_000005845_2	P
P9Z0	FAM_P971	E_coli_GCF_001280405_1	P
P9Z1	FAM_P1218	E_coli_GCF_001280405_1	P
P9Z2	FAM_P3894	E_coli_GCF_001280405_1	P
P9Z3	FAM_P4203	E_coli_GCF_001280405_1	P
P9Z4	FAM_P4566	E_coli_GCF_001280405_1	P
P9Z5	FAM_P3376	E_coli_GCF_001280405_1	P
P9Z6	FAM_P3420	E_coli_GCF_001280405_1	P
P9Z7	FAM_P4609	E_coli_GCF_001280405_1	P
P9Z8	FAM_P2064	E_coli_GCF_001280405_1	P
P9Z9	FAM_P2605	E_coli_GCF_001280405_1	P
P9ZA	FAM_P4691	E_coli_GCF_001280405_1	P
P9ZB	FAM_P2706	E_coli_GCF_001280405_1	P
P9ZC	FAM_P887	E_coli_GCF_001280405_1	P
P9ZD	FAM_P4063	E_coli_GCF_001280405_1	P
P9ZE	FAM_P3827	E_coli_GCF_001280405_1	P
P9ZF	FAM_P3630	E_coli_GCF_001280405_1	P
P9ZG	FAM_P725	E_coli_GCF_001280405_1	P
P9ZH	FAM_P183	E_coli_GCF_001280405_1	P
P9ZI	FAM_P3291	E_coli_GCF_001280405_1	P
P9ZJ	FAM_P4960	E_coli_GCF_001280405_1	P
P9ZK	FAM_P2915	E_coli_GCF_001280405_1	P
P9ZL	FAM_P4085	E_coli_GCF_001280405_1	P
P9ZM	FAM_P5478	E_coli_GCF_001280405_1	P
P9ZN	FAM_P5410	E_coli_GCF_001280405_1	P
P9ZO	FAM_P5191	E_coli_GCF_001280405_1	P
P9ZP	FAM_P5076	E_coli_GCF_001280405_1	P
P9ZQ	FAM_P4186	E_coli_GCF_001280405_1	P
P9ZR	FAM_P3677	E_coli_GCF_001280405_1	P
P9ZS	FAM_P1392	E_coli_GCF_001280405_1	P
P9ZT	FAM_P4722	E_coli_GCF_001280405_1	P
P9ZU	FAM_P2531	E_coli_GCF_001280405_1	P
P9ZV	SING_P9ZV	E_coli_GCF_001280405_1	P
P9ZW	SING_P9ZW	E_coli_GCF_001280405_1	P
P9ZX	FAM_P2705	E_coli_GCF_001280405_1	P
P9ZY	FAM_P2459	E_coli_GCF_001280405_1	P
P9ZZ	FAM_P4567	E_coli_GCF_001280405_1	P
PA	FAM_P4158	E_coli_GCF_000005845_2	P
PA0	FAM_P3890	E_coli_GCF_000005845_2	P
PA00	FAM_P3826	E_coli_GCF_001280405_1	P
PA01	FAM_P3419	E_coli_GCF_001280405_1	P
PA02	FAM_P4608	E_coli_GCF_001280405_1	P
PA03	FAM_P2063	E_coli_GCF_001280405_1	P
PA04	FAM_P2604	E_coli_GCF_001280405_1	P
PA05	FAM_P4959	E_coli_GCF_001280405_1	P
PA06	FAM_P2914	E_coli_GCF_001280405_1	P
PA07	FAM_P2552	E_coli_GCF_001280405_1	P
PA08	FAM_P3661	E_coli_GCF_001280405_1	P
PA09	FAM_P1519	E_coli_GCF_001280405_1	P
PA0A	FAM_P1551	E_coli_GCF_001280405_1	P
PA0B	FAM_P2123	E_coli_GCF_001280405_1	P
PA0C	FAM_P3006	E_coli_GCF_001280405_1	P
PA0D	FAM_P4754	E_coli_GCF_001280405_1	P
PA0E	FAM_P448	E_coli_GCF_001280405_1	P
PA0F	FAM_P1216	E_coli_GCF_001280405_1	P
PA0G	FAM_P1004	E_coli_GCF_001280405_1	P
PA0H	FAM_P3495	E_coli_GCF_001280405_1	P
PA0I	FAM_P561	E_coli_GCF_001280405_1	P
PA0J	FAM_P5	E_coli_GCF_001280405_1	P
PA0K	FAM_P3097	E_coli_GCF_001280405_1	P
PA0L	FAM_P4689	E_coli_GCF_001280405_1	P
PA0M	FAM_P2704	E_coli_GCF_001280405_1	P
PA0N	FAM_P4607	E_coli_GCF_001280405_1	P
PA0O	FAM_P2062	E_coli_GCF_001280405_1	P
PA0P	FAM_P3629	E_coli_GCF_001280405_1	P
PA0Q	FAM_P724	E_coli_GCF_001280405_1	P
PA0R	FAM_P182	E_coli_GCF_001280405_1	P
PA0S	FAM_P3290	E_coli_GCF_001280405_1	P
PA0T	FAM_P4958	E_coli_GCF_001280405_1	P
PA0U	FAM_P2913	E_coli_GCF_001280405_1	P
PA0V	FAM_P511	E_coli_GCF_001280405_1	P
PA0W	FAM_P5186	E_coli_GCF_001280405_1	P
PA0X	FAM_P5296	E_coli_GCF_001280405_1	P
PA0Y	SING_PA0Y	E_coli_GCF_001280405_1	P
PA0Z	SING_PA0Z	E_coli_GCF_001280405_1	P
PA1	FAM_P4133	E_coli_GCF_000005845_2	P
PA10	SING_PA10	E_coli_GCF_001280405_1	P
PA11	SING_PA11	E_coli_GCF_001280405_1	P
PA12	SING_PA12	E_coli_GCF_001280405_1	P
PA13	SING_PA13	E_coli_GCF_001280405_1	P
PA14	SING_PA14	E_coli_GCF_001280405_1	P
PA15	SING_PA15	E_coli_GCF_001280405_1	P
PA16	SING_PA16	E_coli_GCF_001280405_1	P
PA17	SING_PA17	E_coli_GCF_001280405_1	P
PA18	FAM_P5327	E_coli_GCF_001280405_1	P
PA19	FAM_P5209	E_coli_GCF_001280405_1	P
PA1A	FAM_P5101	E_coli_GCF_001280405_1	P
PA1B	FAM_P1550	E_coli_GCF_001280405_1	P
PA1C	FAM_P2122	E_coli_GCF_001280405_1	P
PA1D	FAM_P3005	E_coli_GCF_001280405_1	P
PA1E	FAM_P4753	E_coli_GCF_001280405_1	P
PA1F	FAM_P447	E_coli_GCF_001280405_1	P
PA1G	FAM_P1215	E_coli_GCF_001280405_1	P
PA1H	FAM_P1003	E_coli_GCF_001280405_1	P
PA1I	FAM_P4201	E_coli_GCF_001280405_1	P
PA1J	FAM_P3940	E_coli_GCF_001280405_1	P
PA1K	FAM_P5645	E_coli_GCF_001280405_1	P
PA1L	FAM_P3695	E_coli_GCF_001280405_1	P
PA1M	FAM_P2460	E_coli_GCF_001280405_1	P
PA1N	FAM_P4568	E_coli_GCF_001280405_1	P
PA1O	FAM_P3377	E_coli_GCF_001280405_1	P
PA1P	FAM_P3096	E_coli_GCF_001280405_1	P
PA1Q	FAM_P4957	E_coli_GCF_001280405_1	P
PA1R	FAM_P2912	E_coli_GCF_001280405_1	P
PA1S	FAM_P3662	E_coli_GCF_001280405_1	P
PA1T	FAM_P1520	E_coli_GCF_001280405_1	P
PA1U	FAM_P5070	E_coli_GCF_001280405_1	P
PA1V	FAM_P5187	E_coli_GCF_001280405_1	P
PA1W	FAM_P5297	E_coli_GCF_001280405_1	P
PA1X	FAM_P5208	E_coli_GCF_001280405_1	P
PA1Y	FAM_P5100	E_coli_GCF_001280405_1	P
PA1Z	FAM_P1549	E_coli_GCF_001280405_1	P
PA2	FAM_P967	E_coli_GCF_000005845_2	P
PA20	FAM_P2121	E_coli_GCF_001280405_1	P
PA21	FAM_P5075	E_coli_GCF_001280405_1	P
PA22	FAM_P1060	E_coli_GCF_001280405_1	P
PA23	FAM_P446	E_coli_GCF_001280405_1	P
PA24	FAM_P1002	E_coli_GCF_001280405_1	P
PA25	FAM_P4200	E_coli_GCF_001280405_1	P
PA26	FAM_P3939	E_coli_GCF_001280405_1	P
PA27	FAM_P3694	E_coli_GCF_001280405_1	P
PA28	FAM_P3494	E_coli_GCF_001280405_1	P
PA29	FAM_P560	E_coli_GCF_001280405_1	P
PA2A	FAM_P4569	E_coli_GCF_001280405_1	P
PA2B	FAM_P3095	E_coli_GCF_001280405_1	P
PA2C	FAM_P4687	E_coli_GCF_001280405_1	P
PA2D	FAM_P2703	E_coli_GCF_001280405_1	P
PA2E	FAM_P2060	E_coli_GCF_001280405_1	P
PA2F	FAM_P2601	E_coli_GCF_001280405_1	P
PA2G	FAM_P3824	E_coli_GCF_001280405_1	P
PA2H	FAM_P3627	E_coli_GCF_001280405_1	P
PA2I	FAM_P722	E_coli_GCF_001280405_1	P
PA2J	FAM_P181	E_coli_GCF_001280405_1	P
PA2K	FAM_P3289	E_coli_GCF_001280405_1	P
PA2L	FAM_P4956	E_coli_GCF_001280405_1	P
PA2M	SING_PA2M	E_coli_GCF_001280405_1	P
PA2N	FAM_P5188	E_coli_GCF_001280405_1	P
PA2O	FAM_P5298	E_coli_GCF_001280405_1	P
PA2P	FAM_P5468	E_coli_GCF_001280405_1	P
PA2Q	FAM_P5326	E_coli_GCF_001280405_1	P
PA2R	FAM_P1631	E_coli_GCF_001280405_1	P
PA2S	FAM_P5099	E_coli_GCF_001280405_1	P
PA2T	FAM_P1548	E_coli_GCF_001280405_1	P
PA2U	FAM_P2120	E_coli_GCF_001280405_1	P
PA2V	FAM_P3004	E_coli_GCF_001280405_1	P
PA2W	FAM_P4752	E_coli_GCF_001280405_1	P
PA2X	FAM_P445	E_coli_GCF_001280405_1	P
PA2Y	FAM_P1213	E_coli_GCF_001280405_1	P
PA2Z	FAM_P1001	E_coli_GCF_001280405_1	P
PA3	FAM_P1521	E_coli_GCF_000005845_2	P
PA30	FAM_P4199	E_coli_GCF_001280405_1	P
PA31	FAM_P3938	E_coli_GCF_001280405_1	P
PA32	FAM_P3693	E_coli_GCF_001280405_1	P
PA33	FAM_P2461	E_coli_GCF_001280405_1	P
PA34	FAM_P4570	E_coli_GCF_001280405_1	P
PA35	FAM_P3378	E_coli_GCF_001280405_1	P
PA36	FAM_P3094	E_coli_GCF_001280405_1	P
PA37	FAM_P4686	E_coli_GCF_001280405_1	P
PA38	FAM_P2702	E_coli_GCF_001280405_1	P
PA39	FAM_P886	E_coli_GCF_001280405_1	P
PA3A	FAM_P2600	E_coli_GCF_001280405_1	P
PA3B	FAM_P3823	E_coli_GCF_001280405_1	P
PA3C	FAM_P3626	E_coli_GCF_001280405_1	P
PA3D	FAM_P721	E_coli_GCF_001280405_1	P
PA3E	FAM_P3663	E_coli_GCF_001280405_1	P
PA3F	SING_PA3F	E_coli_GCF_001280405_1	P
PA3G	FAM_P4955	E_coli_GCF_001280405_1	P
PA3H	FAM_P5072	E_coli_GCF_001280405_1	P
PA3I	FAM_P5189	E_coli_GCF_001280405_1	P
PA3J	FAM_P5299	E_coli_GCF_001280405_1	P
PA3K	FAM_P5469	E_coli_GCF_001280405_1	P
PA3L	FAM_P5505	E_coli_GCF_001280405_1	P
PA3M	FAM_P4496	E_coli_GCF_001280405_1	P
PA3N	FAM_P5206	E_coli_GCF_001280405_1	P
PA3O	FAM_P5098	E_coli_GCF_001280405_1	P
PA3P	FAM_P1547	E_coli_GCF_001280405_1	P
PA3Q	FAM_P2119	E_coli_GCF_001280405_1	P
PA3R	FAM_P3003	E_coli_GCF_001280405_1	P
PA3S	FAM_P3493	E_coli_GCF_001280405_1	P
PA3T	FAM_P559	E_coli_GCF_001280405_1	P
PA3U	FAM_P4	E_coli_GCF_001280405_1	P
PA3V	FAM_P4071	E_coli_GCF_001280405_1	P
PA3W	FAM_P4974	E_coli_GCF_001280405_1	P
PA3X	FAM_P4720	E_coli_GCF_001280405_1	P
PA3Y	FAM_P180	E_coli_GCF_001280405_1	P
PA3Z	FAM_P3288	E_coli_GCF_001280405_1	P
PA4	FAM_P799	E_coli_GCF_000005845_2	P
PA40	FAM_P4954	E_coli_GCF_001280405_1	P
PA41	FAM_P2910	E_coli_GCF_001280405_1	P
PA42	FAM_P2059	E_coli_GCF_001280405_1	P
PA43	FAM_P2598	E_coli_GCF_001280405_1	P
PA44	SING_PA44	E_coli_GCF_001280405_1	P
PA45	FAM_P1639	E_coli_GCF_001280405_1	P
PA46	FAM_P5614	E_coli_GCF_001280405_1	P
PA47	FAM_P5504	E_coli_GCF_001280405_1	P
PA48	FAM_P5325	E_coli_GCF_001280405_1	P
PA49	FAM_P2462	E_coli_GCF_001280405_1	P
PA4A	FAM_P512	E_coli_GCF_001280405_1	P
PA4B	FAM_P3379	E_coli_GCF_001280405_1	P
PA4C	FAM_P268	E_coli_GCF_001280405_1	P
PA4D	FAM_P801	E_coli_GCF_001280405_1	P
PA4E	FAM_P374	E_coli_GCF_001280405_1	P
PA4F	FAM_P3883	E_coli_GCF_001280405_1	P
PA4G	FAM_P4123	E_coli_GCF_001280405_1	P
PA4H	FAM_P956	E_coli_GCF_001280405_1	P
PA4I	FAM_P3937	E_coli_GCF_001280405_1	P
PA4J	FAM_P3692	E_coli_GCF_001280405_1	P
PA4K	FAM_P3492	E_coli_GCF_001280405_1	P
PA4L	FAM_P558	E_coli_GCF_001280405_1	P
PA4M	FAM_P3	E_coli_GCF_001280405_1	P
PA4N	FAM_P3092	E_coli_GCF_001280405_1	P
PA4O	FAM_P4684	E_coli_GCF_001280405_1	P
PA4P	FAM_P3624	E_coli_GCF_001280405_1	P
PA4Q	FAM_P719	E_coli_GCF_001280405_1	P
PA4R	FAM_P179	E_coli_GCF_001280405_1	P
PA4S	FAM_P3287	E_coli_GCF_001280405_1	P
PA4T	FAM_P4953	E_coli_GCF_001280405_1	P
PA4U	FAM_P2909	E_coli_GCF_001280405_1	P
PA4V	FAM_P2597	E_coli_GCF_001280405_1	P
PA4W	FAM_P1723	E_coli_GCF_001280405_1	P
PA4X	FAM_P1638	E_coli_GCF_001280405_1	P
PA4Y	FAM_P2983	E_coli_GCF_001280405_1	P
PA4Z	FAM_P4495	E_coli_GCF_001280405_1	P
PA5	FAM_P262	E_coli_GCF_000005845_2	P
PA50	FAM_P5324	E_coli_GCF_001280405_1	P
PA51	FAM_P912	E_coli_GCF_001280405_1	P
PA52	FAM_P5097	E_coli_GCF_001280405_1	P
PA53	FAM_P1212	E_coli_GCF_001280405_1	P
PA54	FAM_P2463	E_coli_GCF_001280405_1	P
PA55	FAM_P4198	E_coli_GCF_001280405_1	P
PA56	FAM_P3936	E_coli_GCF_001280405_1	P
PA57	FAM_P4378	E_coli_GCF_001280405_1	P
PA58	FAM_P269	E_coli_GCF_001280405_1	P
PA59	FAM_P802	E_coli_GCF_001280405_1	P
PA5A	SING_PA5A	E_coli_GCF_001280405_1	P
PA5B	SING_PA5B	E_coli_GCF_001280405_1	P
PA5C	FAM_P557	E_coli_GCF_001280405_1	P
PA5D	FAM_P3091	E_coli_GCF_001280405_1	P
PA5E	FAM_P4683	E_coli_GCF_001280405_1	P
PA5F	FAM_P2699	E_coli_GCF_001280405_1	P
PA5G	FAM_P4060	E_coli_GCF_001280405_1	P
PA5H	FAM_P3821	E_coli_GCF_001280405_1	P
PA5I	FAM_P3623	E_coli_GCF_001280405_1	P
PA5J	FAM_P718	E_coli_GCF_001280405_1	P
PA5K	FAM_P178	E_coli_GCF_001280405_1	P
PA5L	FAM_P3286	E_coli_GCF_001280405_1	P
PA5M	FAM_P4952	E_coli_GCF_001280405_1	P
PA5N	FAM_P2908	E_coli_GCF_001280405_1	P
PA5O	FAM_P1997	E_coli_GCF_001280405_1	P
PA5P	FAM_P970	E_coli_GCF_001280405_1	P
PA5Q	FAM_P1637	E_coli_GCF_001280405_1	P
PA5R	FAM_P3893	E_coli_GCF_001280405_1	P
PA5S	FAM_P2984	E_coli_GCF_001280405_1	P
PA5T	FAM_P827	E_coli_GCF_001280405_1	P
PA5U	FAM_P297	E_coli_GCF_001280405_1	P
PA5V	FAM_P3417	E_coli_GCF_001280405_1	P
PA5W	FAM_P4605	E_coli_GCF_001280405_1	P
PA5X	FAM_P2058	E_coli_GCF_001280405_1	P
PA5Y	FAM_P2596	E_coli_GCF_001280405_1	P
PA5Z	FAM_P4751	E_coli_GCF_001280405_1	P
PA6	FAM_P1389	E_coli_GCF_000005845_2	P
PA60	FAM_P442	E_coli_GCF_001280405_1	P
PA61	FAM_P1211	E_coli_GCF_001280405_1	P
PA62	FAM_P999	E_coli_GCF_001280405_1	P
PA63	FAM_P4197	E_coli_GCF_001280405_1	P
PA64	FAM_P4571	E_coli_GCF_001280405_1	P
PA65	FAM_P3380	E_coli_GCF_001280405_1	P
PA66	FAM_P3491	E_coli_GCF_001280405_1	P
PA67	FAM_P556	E_coli_GCF_001280405_1	P
PA68	FAM_P2	E_coli_GCF_001280405_1	P
PA69	FAM_P3090	E_coli_GCF_001280405_1	P
PA6A	FAM_P4682	E_coli_GCF_001280405_1	P
PA6B	FAM_P2698	E_coli_GCF_001280405_1	P
PA6C	FAM_P4059	E_coli_GCF_001280405_1	P
PA6D	FAM_P3820	E_coli_GCF_001280405_1	P
PA6E	FAM_P3622	E_coli_GCF_001280405_1	P
PA6F	FAM_P717	E_coli_GCF_001280405_1	P
PA6G	FAM_P177	E_coli_GCF_001280405_1	P
PA6H	FAM_P3285	E_coli_GCF_001280405_1	P
PA6I	FAM_P4951	E_coli_GCF_001280405_1	P
PA6J	FAM_P2907	E_coli_GCF_001280405_1	P
PA6K	FAM_P1182	E_coli_GCF_001280405_1	P
PA6L	FAM_P969	E_coli_GCF_001280405_1	P
PA6M	FAM_P4135	E_coli_GCF_001280405_1	P
PA6N	FAM_P3892	E_coli_GCF_001280405_1	P
PA6O	FAM_P329	E_coli_GCF_001280405_1	P
PA6P	FAM_P826	E_coli_GCF_001280405_1	P
PA6Q	FAM_P296	E_coli_GCF_001280405_1	P
PA6R	FAM_P3416	E_coli_GCF_001280405_1	P
PA6S	FAM_P4604	E_coli_GCF_001280405_1	P
PA6T	FAM_P2057	E_coli_GCF_001280405_1	P
PA6U	FAM_P2595	E_coli_GCF_001280405_1	P
PA6V	FAM_P4750	E_coli_GCF_001280405_1	P
PA6W	FAM_P441	E_coli_GCF_001280405_1	P
PA6X	FAM_P1210	E_coli_GCF_001280405_1	P
PA6Y	FAM_P998	E_coli_GCF_001280405_1	P
PA6Z	FAM_P2464	E_coli_GCF_001280405_1	P
PA7	FAM_P2553	E_coli_GCF_000005845_2	P
PA70	FAM_P4572	E_coli_GCF_001280405_1	P
PA71	FAM_P3381	E_coli_GCF_001280405_1	P
PA72	FAM_P270	E_coli_GCF_001280405_1	P
PA73	FAM_P1	E_coli_GCF_001280405_1	P
PA74	FAM_P3089	E_coli_GCF_001280405_1	P
PA75	FAM_P4681	E_coli_GCF_001280405_1	P
PA76	FAM_P2697	E_coli_GCF_001280405_1	P
PA77	FAM_P4058	E_coli_GCF_001280405_1	P
PA78	FAM_P3819	E_coli_GCF_001280405_1	P
PA79	FAM_P3621	E_coli_GCF_001280405_1	P
